ablation_type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
mean_over_tokens,0.6197134017479762,0.6254571871194211,0.6114483487355828,0.6297134017479763,0.6319310570241421,0.6387670141127587,0.6313969034314779,0.6348197847266996,0.6371992531699978,0.6296292266638012,0.629988716956802,0.6318721344652195,0.6328242531699978,0.6316106096425246,0.6331221344652196,0.6324971344652196,0.6355773604842755,0.6393889694820546,0.629597302815388,0.6343889694820547
mean_per_token,0.6563246382262339,0.6337080915538363,0.6338073554695894,0.6299917615875064,0.623533428254173,0.6316163407120854,0.6367378125223869,0.6382493373450822,0.6394909198366646,0.6357941113260263,0.6293021079590229,0.6383220502901354,0.6335472186403038,0.6289386327817179,0.6320888853069703,0.6377138853069705,0.6352307203238056,0.6391274446593596,0.6282941113260262,0.6364443638512788
zero,0.6546243015258973,0.6453468192563938,0.6217267085751129,0.6315369564438713,0.623778118060033,0.6373113672182821,0.6443291066695321,0.640966088186833,0.6365086592879146,0.6429558886739738,0.6327138853069704,0.632722302815388,0.6310388011318863,0.6374887169568021,0.632080467798553,0.6365170767963321,0.6341890536571388,0.6333920767963321,0.6316274446593596,0.6398140536571387
