ablation_type,0-4,5-9,10-14,15-19
mean_over_tokens,0.21000000000000002,0.20400000000000001,0.22999999999999998,0.22000000000000003
mean_per_token,0.199,0.20600000000000002,0.22599999999999998,0.223
zero,0.2,0.21600000000000003,0.22999999999999998,0.22800000000000004
