ablation_type,0-4,5-9,10-14,15-19
mean_over_tokens,0.6331988591589656,0.6383334407908876,0.6317904846335697,0.6369029747832939
mean_per_token,0.6389690611791676,0.6389111863313991,0.6385945447381618,0.6351937549251379
zero,0.6469295167991976,0.6418551651264417,0.6366386023354109,0.6247754047567877
