ablation_type,0-4,5-9,10-14,15-19
mean_over_tokens,0.203,0.223,0.22600000000000003,0.22200000000000003
mean_per_token,0.215,0.231,0.223,0.22200000000000003
zero,0.213,0.23700000000000002,0.22599999999999998,0.22400000000000003
