ablation_type,0-4,5-9,10-14,15-19
mean_over_tokens,0.635345834228813,0.6422899025718174,0.6357332008023497,0.6301647682498747
mean_per_token,0.6394507038469804,0.6394027688229815,0.6365776201733648,0.6338718568665377
zero,0.6366293430761516,0.6381500107457555,0.6317429525753994,0.6266905580628984
