ablation_type,0-4,5-9,10-14,15-19
mean_over_tokens,0.6273517264847052,0.6308909126728276,0.635592135897987,0.6420569256393724
mean_per_token,0.6405332849774339,0.6327175836377964,0.6377395587076438,0.6412848520667669
zero,0.4917383139909736,0.6285139515724623,0.636643017049932,0.629195420517229
