ablation_type,0-4,5-9,10-14,15-19
mean_over_tokens,0.621369734579841,0.6124192098287843,0.6377976395157247,0.6358254889318719
mean_per_token,0.6190414517515581,0.6151661204240991,0.6365157246221076,0.6348114836306327
zero,0.6168700121785229,0.6170944730997923,0.635336736155885,0.6362722974425102
