ablation_type,0-4,5-9,10-14,15-19
mean_over_tokens,0.48549231678487,0.6268958557203238,0.6450534601332473,0.6402885772619815
mean_per_token,0.6236986263342646,0.6286415036893761,0.6456677322874131,0.6435434397163121
zero,0.4938978974138548,0.6314748370227095,0.6427879414714521,0.6342628769969195
