ablation_type,0-4,5-9,10-14,15-19
mean_over_tokens,0.6236526792750198,0.634362436420947,0.6318835697399526,0.6342899473457985
mean_per_token,0.6354730550182678,0.6363777043484491,0.6324397789956301,0.6353621050934881
zero,0.6354025807722616,0.6404142220073071,0.63320883480192,0.6351079411132603
