ablation_type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
mean_over_tokens,0.0795398577978365,0.5380681370442009,0.5736501092485136,0.6253158356615803,0.6108876441722185,0.632873012035246,0.6235888584425818,0.6189931227165271,0.6296114513933663,0.6294128340138978,0.6379744698760657,0.6567900637581489,0.6467984812665664,0.6401681710724263,0.6435361146930295,0.632118122716527,0.6446713142058887,0.6484997582205029,0.6392213356973996,0.6369323554695895
mean_per_token,0.6009182695751845,0.6174142578264918,0.6389275288344437,0.6288016244000287,0.6324314510351744,0.642294532201447,0.6254066820689161,0.6166287431048071,0.6387182552475106,0.6201593058241995,0.6424877767032021,0.6531952056021205,0.6478973243068987,0.6359549842395588,0.6488033705852855,0.6393947005516155,0.6457550684146428,0.6431167615875063,0.6481796690307328,0.6412709989970629
zero,0.1000314313346228,0.5550814438713375,0.586294147145211,0.624727192134107,0.603355272583996,0.6332785747546387,0.626890267927502,0.6254767085751128,0.6271030338849489,0.6446255999713446,0.6455888226233971,0.6446770452754496,0.6426570671251522,0.6356699530768679,0.6453468192563937,0.6396087649545096,0.6338548158893903,0.6297776971846122,0.6291846210330253,0.6388884859230605
