timestep,position,component,gradient_type,kernel_size,mean_mae,std_mae,mean_spearman,var_spearman
999,15,block_output,Vertical,1,0.040802747,0.014221237,0.9883941183166931,0.0001016290603214781
999,15,block_output,Horizontal,1,0.069357045,0.014934017,0.9629235134027812,0.0004125759598971936
999,15,block_output,Gaussian,1,0.043137994,0.010549149,0.9794373060668399,6.885848941641798e-05
999,16,block_output,Vertical,1,0.063075684,0.016705025,0.9710939508522389,0.0004093630635949319
999,16,block_output,Horizontal,1,0.07737397,0.015784975,0.953983157725012,0.0006290792536512851
999,16,block_output,Gaussian,1,0.048836637,0.011412428,0.9733642716339861,0.00011368398334577871
999,17,block_output,Vertical,1,0.04694775,0.015596421,0.9851129845181452,0.0001366007726861805
999,17,block_output,Horizontal,1,0.055070423,0.013262046,0.9771679019707027,0.00018598951096835713
999,17,block_output,Gaussian,1,0.081799075,0.019369204,0.923579983682741,0.0013397205466064426
999,18,block_output,Vertical,1,0.08427868,0.021479053,0.9494251778050136,0.0009084851605145035
999,18,block_output,Horizontal,1,0.080571525,0.019705776,0.9507813862917935,0.0005821719632800356
999,18,block_output,Gaussian,1,0.07677949,0.015949503,0.9366480279582816,0.0008016931403814079
999,19,block_output,Vertical,1,0.08461783,0.021897454,0.947204601805806,0.0012559374889125807
999,19,block_output,Horizontal,1,0.07416958,0.017052833,0.9566960971976224,0.0006598691161248424
999,19,block_output,Gaussian,1,0.0801031,0.01638518,0.9298934967138893,0.0013544719149007228
982,15,block_output,Vertical,1,0.067092285,0.018392166,0.9678869716268124,0.0003770170896673916
982,15,block_output,Horizontal,1,0.072248586,0.014347369,0.9608864349127484,0.0003806269503022934
982,15,block_output,Gaussian,1,0.046781093,0.010233094,0.9773178046139535,6.459933358940897e-05
982,16,block_output,Vertical,1,0.06500023,0.016499694,0.969530583522571,0.0003486531212552334
982,16,block_output,Horizontal,1,0.07904995,0.016223129,0.9502708178114792,0.0005650206029437041
982,16,block_output,Gaussian,1,0.073412485,0.015074616,0.9387703484983397,0.0007323684254498703
982,17,block_output,Vertical,1,0.050801996,0.016586479,0.9820476039029714,0.0001924663711045889
982,17,block_output,Horizontal,1,0.07956732,0.017196791,0.9505732113153214,0.0005503885999534524
982,17,block_output,Gaussian,1,0.067836344,0.013377015,0.9470272258868822,0.0005468836552619437
982,18,block_output,Vertical,1,0.10059058,0.025586303,0.9344167515780617,0.0012021811899412794
982,18,block_output,Horizontal,1,0.12062196,0.025972342,0.8912004825236204,0.002116901055045759
982,18,block_output,Gaussian,1,0.10797048,0.021766495,0.8810459174380695,0.0019283527094506308
982,19,block_output,Vertical,1,0.08729186,0.026290296,0.9452609865572384,0.0014727767276988873
982,19,block_output,Horizontal,1,0.0923142,0.019953987,0.9344129034568937,0.001032945094324927
982,19,block_output,Gaussian,1,0.07197372,0.013200882,0.9410554955195406,0.0008024338618808525
963,15,block_output,Vertical,1,0.08432729,0.021295598,0.9463321892064005,0.0012079198779653935
963,15,block_output,Horizontal,1,0.07594688,0.016841954,0.9526775121632316,0.0006665201097498183
963,15,block_output,Gaussian,1,0.06822761,0.014496723,0.9535007134639212,0.0003710173408670009
963,16,block_output,Vertical,1,0.07305833,0.021132758,0.9604437003384747,0.0006845284886393197
963,16,block_output,Horizontal,1,0.08036235,0.016917244,0.9466146852697946,0.0006482898344372076
