timestep,position,component,gradient_type,kernel_size,epoch_0_mean_loss,epoch_0_var_loss,epoch_0_max_loss,epoch_1_mean_loss,epoch_1_var_loss,epoch_1_max_loss,epoch_2_mean_loss,epoch_2_var_loss,epoch_2_max_loss,epoch_3_mean_loss,epoch_3_var_loss,epoch_3_max_loss,epoch_4_mean_loss,epoch_4_var_loss,epoch_4_max_loss,epoch_5_mean_loss,epoch_5_var_loss,epoch_5_max_loss,epoch_6_mean_loss,epoch_6_var_loss,epoch_6_max_loss,epoch_7_mean_loss,epoch_7_var_loss,epoch_7_max_loss,epoch_8_mean_loss,epoch_8_var_loss,epoch_8_max_loss,epoch_9_mean_loss,epoch_9_var_loss,epoch_9_max_loss,epoch_10_mean_loss,epoch_10_var_loss,epoch_10_max_loss,epoch_11_mean_loss,epoch_11_var_loss,epoch_11_max_loss,epoch_12_mean_loss,epoch_12_var_loss,epoch_12_max_loss,epoch_13_mean_loss,epoch_13_var_loss,epoch_13_max_loss,epoch_14_mean_loss,epoch_14_var_loss,epoch_14_max_loss,epoch_15_mean_loss,epoch_15_var_loss,epoch_15_max_loss,epoch_16_mean_loss,epoch_16_var_loss,epoch_16_max_loss,epoch_17_mean_loss,epoch_17_var_loss,epoch_17_max_loss,epoch_18_mean_loss,epoch_18_var_loss,epoch_18_max_loss,epoch_19_mean_loss,epoch_19_var_loss,epoch_19_max_loss
817,15,mix_ffn_after_gate,Gaussian,1,0.8499018871594989,0.17668887445667203,2.119192123413086,0.2441540379372854,0.0036251531923975474,0.37897956371307373,0.12249273298278687,0.00039941701490366777,0.1651296317577362,0.07786373066760245,8.532029084553818e-05,0.09830768406391144,0.05750301261506383,2.7934413328774226e-05,0.06939476728439331,0.04704890163644912,1.3281443187502172e-05,0.05481759086251259,0.04120441183211312,8.493260719383233e-06,0.046825774013996124,0.03773632621954358,6.590861857460003e-06,0.04288230091333389,0.03559405066900783,5.699765066707375e-06,0.040773577988147736,0.03422726270934892,5.2311291286527045e-06,0.03945980593562126,0.0333262782780424,4.983309055802475e-06,0.03864341974258423,0.03270716888327447,4.858717976584781e-06,0.03811447694897652,0.03226097486913204,4.794915960057455e-06,0.03773145377635956,0.03192535140329883,4.756603986778064e-06,0.037420935928821564,0.031664907843584104,4.728430048829295e-06,0.037155624479055405,0.03145897388458252,4.7059914388276604e-06,0.03692919760942459,0.03129496998966686,4.689510556599307e-06,0.03674156963825226,0.031164679380636367,4.680183175888574e-06,0.03659242391586304,0.03106205395999409,4.67834908742232e-06,0.036479271948337555,0.030982046609833128,4.68279130556269e-06,0.0363975465297699
817,16,self_attn_after_gate,Vertical,1,0.5837268375215077,0.3921887795330277,3.861781358718872,0.18580714305714954,0.0013407036110095918,0.2903170585632324,0.134754612568825,0.00045772725304041507,0.19668665528297424,0.10962193731277708,0.0002352535828637742,0.14847272634506226,0.09495540672824496,0.00015261470700178128,0.12293742597103119,0.08535368054632157,0.00011326629013871414,0.10865878313779831,0.07857317033977736,9.201207837684925e-05,0.09948733448982239,0.07351979128425083,7.935504596085985e-05,0.09300407767295837,0.06959996638553483,7.115224344977312e-05,0.08769728243350983,0.06646001214782397,6.544515836438153e-05,0.08323641121387482,0.06387626693125754,6.122567880084264e-05,0.07940465211868286,0.06170231003373388,5.7938681928902655e-05,0.076056107878685,0.05984077649930167,5.526638974450015e-05,0.07328445464372635,0.058225935591118674,5.301995635072053e-05,0.07172947376966476,0.05681174715596532,5.1079487029179054e-05,0.07026296854019165,0.05556420987797162,4.9362504715116366e-05,0.06887781620025635,0.054457017471866,4.781014993265614e-05,0.0675702691078186,0.05346905924971142,4.638059724128467e-05,0.06633824110031128,0.05258287412543145,4.504586183427703e-05,0.06518085300922394,0.05178367547572605,4.379049383133895e-05,0.06409808248281479
817,16,self_attn_after_gate,Horizontal,1,0.38087533225142767,0.04905366015928739,1.495947241783142,0.16554856808885696,0.0006604537359432645,0.24485453963279724,0.12469857588173851,0.00017585324658913159,0.18216454982757568,0.10693929947557904,6.635238620632208e-05,0.1395348161458969,0.09717736144860585,3.66122647580702e-05,0.11615946888923645,0.0908179823604841,2.712492144255454e-05,0.1027715727686882,0.08623061388257951,2.4008806758370047e-05,0.09877665340900421,0.08272309849659602,2.3173385982524388e-05,0.09587587416172028,0.07993804214019624,2.322434209892932e-05,0.09361261129379272,0.07766368724997082,2.3559752925057837e-05,0.09175443649291992,0.07576029085450703,2.3923883488038426e-05,0.09017771482467651,0.0741337715160279,2.4248858365944413e-05,0.08881885558366776,0.0727221045110907,2.4545667450833927e-05,0.08764228224754333,0.07148382931001603,2.4837514211301543e-05,0.08661952614784241,0.07038973236367815,2.513788270400856e-05,0.08572359383106232,0.06941791168517536,2.544917879888124e-05,0.08492950350046158,0.0685508953673499,2.5766811714275355e-05,0.08421550691127777,0.06777397726499845,2.6083699438165996e-05,0.08356407284736633,0.06707437153136919,2.6393786078993062e-05,0.08296217024326324,0.06644098691287495,2.6693914615910125e-05,0.08240096271038055
817,16,self_attn_after_gate,Gaussian,1,0.32277551884689026,0.06004952756440612,1.5200669765472412,0.12174081045483785,0.0005004449418945775,0.17211809754371643,0.08746854186294571,0.0001606715926328488,0.12949293851852417,0.07241693990571159,8.474875006937188e-05,0.10492134839296341,0.06386217522242713,5.40732304522203e-05,0.08993910998106003,0.05824822613171169,3.838461000924522e-05,0.08014865964651108,0.05423753448421993,2.949549104090374e-05,0.07324483245611191,0.051202606350656536,2.4044720347284642e-05,0.06802419573068619,0.048806612394631854,2.046002176385738e-05,0.06387931108474731,0.04685182420034257,1.796232916750561e-05,0.060465313494205475,0.045214867840210594,1.613961247195994e-05,0.057561907917261124,0.0438170534159456,1.4760444765830523e-05,0.05502473562955856,0.042608214690098685,1.3689742784564967e-05,0.052770212292671204,0.04155518386572126,1.284309432917819e-05,0.05075787752866745,0.04063395644345927,1.2160729551256851e-05,0.0492464117705822,0.03982565398254092,1.1596859774644136e-05,0.0484764501452446,0.03911465743467921,1.1116011422230488e-05,0.04776821285486221,0.038487723451994714,1.0692136982395843e-05,0.04710721969604492,0.03793345589841169,1.0307648508504675e-05,0.04648587107658386,0.03744198624340315,9.952467258324276e-06,0.045901715755462646
817,16,cross_attn,Vertical,1,0.28931932896375656,0.024424918542002662,0.9427794814109802,0.14866117849236443,0.0008889052407642169,0.25408151745796204,0.12812364326109962,0.00035440992610675056,0.18376973271369934,0.11720651671999976,0.000171795830454698,0.1551438271999359,0.11109696411424214,9.17058009114759e-05,0.13936685025691986,0.10682915896177292,5.9665258989019574e-05,0.12961386144161224,0.10414772457073605,4.156309364372696e-05,0.12211889028549194,0.10224607527729064,3.288346152242429e-05,0.11823920905590057,0.10065579296104492,2.594212588451848e-05,0.11553735285997391,0.09936437625733632,1.9528218321716737e-05,0.11261696368455887,0.0981272112519022,1.3835175826500863e-05,0.10929908603429794,0.0969377654412436,1.0185833506130906e-05,0.10602669417858124,0.09597129918753154,8.413166685150056e-06,0.10349902510643005,0.09525111081108215,7.3948014460274755e-06,0.10170798748731613,0.09467627864981455,6.509604853663834e-06,0.1004711464047432,0.09418539336276432,5.575436572692404e-06,0.09992808103561401,0.09381802770353499,4.790256242395323e-06,0.0993473082780838,0.09359797669781579,4.273437342783545e-06,0.09888289868831635,0.09346132973829906,3.9832253307172205e-06,0.09837765246629715,0.0932640822397338,3.7409803728329534e-06,0.09835648536682129
817,16,cross_attn,Horizontal,1,0.3530201661208319,0.07429066590549828,1.5427335500717163,0.16609805372972336,0.0018459262641170285,0.30695641040802,0.13371428208691732,0.0004840957339928099,0.19967931509017944,0.1193482917216089,0.0002585780887021154,0.17727623879909515,0.11212445322483305,0.0001406207945263188,0.1550009548664093,0.10742013132761395,8.404165483354129e-05,0.1418914794921875,0.10426185906879486,5.283975850054081e-05,0.13209637999534607,0.10187514776748324,3.443887130383325e-05,0.12400880455970764,0.10005081267583937,2.3762452504983957e-05,0.11823825538158417,0.09866362478997973,1.7297953114687205e-05,0.11388856172561646,0.09762944198316997,1.342478208437715e-05,0.11067727208137512,0.0969016421881933,1.1248004840224145e-05,0.10844199359416962,0.09639286332660252,1.0021301625531014e-05,0.10687299072742462,0.09599064527049897,9.060403162247437e-06,0.10559903085231781,0.09563972233306794,8.105735340658103e-06,0.10434871912002563,0.09539488383701869,7.461829246076556e-06,0.10331789404153824,0.09525979972547954,7.278787450855492e-06,0.10296203196048737,0.09517996864659446,7.432823786841296e-06,0.1030159667134285,0.09508435309879364,7.626592610635966e-06,0.10283223539590836,0.094935656185188,7.650677337947425e-06,0.10231661051511765
817,16,cross_attn,Gaussian,1,0.22133008083180775,0.00911390821256221,0.5621412396430969,0.12552654270141844,0.0008017282802034376,0.20008377730846405,0.10202099276440484,0.00026357183092548287,0.1670473963022232,0.09123716266855361,0.00018046127700415074,0.15547874569892883,0.08458370573463894,0.00010360949136980009,0.12986421585083008,0.08052895868581439,6.698045227375415e-05,0.11363187432289124,0.07773048596249686,4.543634970875315e-05,0.10015641152858734,0.07567002092088972,3.269486121159199e-05,0.0910734310746193,0.07407532987140474,2.417291487735042e-05,0.08754483610391617,0.07286512485099217,1.9532043474123788e-05,0.08534520119428635,0.07189038656060658,1.5869141217432133e-05,0.08318337798118591,0.07123076241640817,1.3190596300722368e-05,0.08102494478225708,0.07075862066140251,1.1363598159797628e-05,0.07923254370689392,0.07035260127177315,1.0369433845352667e-05,0.0776619166135788,0.06992490778839777,9.174808902539932e-06,0.07642680406570435,0.06952090324863555,8.208546736256339e-06,0.07570803910493851,0.0691308845130224,6.970016624727435e-06,0.07474054396152496,0.06881424252476011,6.071520752832173e-06,0.0740746408700943,0.06858157886872215,5.307493207064743e-06,0.07418030500411987,0.06840837581290139,4.907854544920822e-06,0.07432650029659271
817,16,mix_ffn_after_gate,Vertical,1,0.8429401848051283,0.17928329828085396,1.9407427310943604,0.24250983127525874,0.0034659439112816183,0.364467591047287,0.1242360585029163,0.0003623282781745167,0.163397878408432,0.08159035728091285,7.866826603568496e-05,0.10264226049184799,0.061905253915086625,3.110412135970579e-05,0.0758218914270401,0.05149570846604922,1.929139419069814e-05,0.062297847121953964,0.04545162387547039,1.5102187606565476e-05,0.05514915660023689,0.041681631098664,1.3107473647633388e-05,0.05081275850534439,0.03920293723543485,1.1981659415611154e-05,0.04790901765227318,0.037511025688477924,1.1293409703964907e-05,0.045879632234573364,0.0363251536138474,1.0851033899627163e-05,0.04440518841147423,0.03547725826501846,1.0569211032859133e-05,0.04331111162900925,0.03486115520908719,1.0405759893483476e-05,0.04266798496246338,0.03440716569977147,1.0329476601864595e-05,0.04219862073659897,0.034068573443662556,1.0308382826867497e-05,0.04188552498817444,0.03381445652080907,1.0311637611131513e-05,0.04170222580432892,0.03362449362046189,1.0318372424591373e-05,0.04161332547664642,0.0334842705892192,1.0320844719289076e-05,0.0415848046541214,0.033382278290532884,1.0319678270038368e-05,0.04159083217382431,0.03330893134550443,1.0317938747373272e-05,0.04161408543586731
817,16,mix_ffn_after_gate,Horizontal,1,0.8693492757895637,0.17794381462487868,2.1507434844970703,0.2696134379458806,0.0037323393699974666,0.3965814709663391,0.14314984837694775,0.0004082815900639422,0.18737860023975372,0.09544404241300765,8.745784816526328e-05,0.11765529215335846,0.07268576022414934,3.023398469608155e-05,0.08610480278730392,0.06039683751407124,1.6155695589676936e-05,0.06970132887363434,0.05323304454722102,1.17219861672172e-05,0.06035853549838066,0.048820286634422484,9.994579709008127e-06,0.055331531912088394,0.045980042763172635,9.222518257796539e-06,0.052317529916763306,0.04408432034746049,8.82890121754073e-06,0.050296299159526825,0.04277998398220728,8.584754428231664e-06,0.04889299347996712,0.04186442139602843,8.413487276176715e-06,0.0479138046503067,0.041215699698243825,8.302870711042601e-06,0.04722905904054642,0.0407523683730572,8.239739068587748e-06,0.04672485589981079,0.04041600085440136,8.205204181907127e-06,0.04633835703134537,0.04016506884779249,8.18044145843322e-06,0.04602491483092308,0.03997400326151696,8.153313899136193e-06,0.045747049152851105,0.03982964495108241,8.120664820235683e-06,0.04551294445991516,0.03972412450682549,8.083502579932634e-06,0.045327283442020416,0.03964998833243809,8.041910548707337e-06,0.04518453776836395
817,16,mix_ffn_after_gate,Gaussian,1,1.0219057736888764,0.21619296111950456,2.4909253120422363,0.33354998793866897,0.005755952318451007,0.49384942650794983,0.17332604622083997,0.0007220841836932556,0.22783038020133972,0.1108280997427683,0.0001628324783133235,0.13931845128536224,0.08045266781534467,5.4934175832232556e-05,0.09770936518907547,0.06364883062621904,2.5507249334126772e-05,0.07535536587238312,0.05354093837123069,1.530598113077707e-05,0.06214442104101181,0.04708715333115487,1.101522705445324e-05,0.054298482835292816,0.042777962746128204,8.921473805591625e-06,0.05008136108517647,0.03979963342112208,7.793294142072003e-06,0.04717610031366348,0.03768175698461987,7.1398498236783605e-06,0.04506872594356537,0.03613854749571709,6.72400154858555e-06,0.043468885123729706,0.03499149959830065,6.422920127288229e-06,0.04224299266934395,0.03412668652359455,6.182914491834942e-06,0.0413174144923687,0.03346816941149651,5.9827199287160476e-06,0.04062500596046448,0.03296232324034449,5.811647743748687e-06,0.0401083305478096,0.03256959571606583,5.665282836184718e-06,0.039720796048641205,0.03225981724995469,5.545023068001739e-06,0.03942068666219711,0.03201028648468237,5.452994053584812e-06,0.039170339703559875,0.0318058260553886,5.385361328467887e-06,0.03894501179456711
